pubmed_id,title,journal,year,authors,affiliations,has_pharma_author
40704883,In Situ Tumor Surface Modification with Antibody Fragments for Antigen-Independent Versatile Cancer Immunotherapy.,ACS nano,2025,Seonwoo Kang; Yeoul Kang; Yelim Lee; Jaehyun Park; Junseok Lee; Won Jong Kim,"Department of Chemistry, POSTECH-CATHOLIC Biomedical Engineering Institute, Pohang University of Science and Technology (POSTECH), Pohang 37673, Republic of Korea.; Department of Chemistry, POSTECH-CATHOLIC Biomedical Engineering Institute, Pohang University of Science and Technology (POSTECH), Pohang 37673, Republic of Korea.; Department of Chemistry, POSTECH-CATHOLIC Biomedical Engineering Institute, Pohang University of Science and Technology (POSTECH), Pohang 37673, Republic of Korea.; Department of Chemistry, POSTECH-CATHOLIC Biomedical Engineering Institute, Pohang University of Science and Technology (POSTECH), Pohang 37673, Republic of Korea.; Department of Chemistry, POSTECH-CATHOLIC Biomedical Engineering Institute, Pohang University of Science and Technology (POSTECH), Pohang 37673, Republic of Korea.; Department of Molecular and Medical Pharmacology, California NanoSystems Institute (CNSI), Crump Institute for Molecular Imaging, University of California (UCLA) Los Angeles, 570 Westwood Plaza, Los Angeles, California 90095, United States.; Department of Chemistry, POSTECH-CATHOLIC Biomedical Engineering Institute, Pohang University of Science and Technology (POSTECH), Pohang 37673, Republic of Korea.; OmniaMed Co, Ltd., Pohang 37673, Republic of Korea.",True
40703447,The ubiquitin code of RAS proteins: Decoding its role in cancer progression.,iScience,2025,Yedan Shi; Yong Shen; Xiuyuan Zhang; Ning Zhu; Yuwei Ding; Ying Yuan; Juan Wang,"Department of Medical Oncology (Key Laboratory of Cancer Prevention and Intervention, China National Ministry of Education), the Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang 310009, China.; Zhejiang Provincial Clinical Research Center for CANCER, Hangzhou, Zhejiang 310009, China.; Cancer Center of Zhejiang University, Hangzhou, Zhejiang 310009, China.; Department of Medical Oncology (Key Laboratory of Cancer Prevention and Intervention, China National Ministry of Education), the Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang 310009, China.; Zhejiang Provincial Clinical Research Center for CANCER, Hangzhou, Zhejiang 310009, China.; Department of Breast Surgery and Oncology (Key Laboratory of Cancer Prevention and Intervention, China National Ministry of Education), the Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang 310009, China.; Department of Medical Oncology (Key Laboratory of Cancer Prevention and Intervention, China National Ministry of Education), the Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang 310009, China.; Zhejiang Provincial Clinical Research Center for CANCER, Hangzhou, Zhejiang 310009, China.; Cancer Center of Zhejiang University, Hangzhou, Zhejiang 310009, China.; Department of Medical Oncology (Key Laboratory of Cancer Prevention and Intervention, China National Ministry of Education), the Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang 310009, China.; Zhejiang Provincial Clinical Research Center for CANCER, Hangzhou, Zhejiang 310009, China.; Cancer Center of Zhejiang University, Hangzhou, Zhejiang 310009, China.; Department of Medical Oncology (Key Laboratory of Cancer Prevention and Intervention, China National Ministry of Education), the Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang 310009, China.; Zhejiang Provincial Clinical Research Center for CANCER, Hangzhou, Zhejiang 310009, China.; Cancer Center of Zhejiang University, Hangzhou, Zhejiang 310009, China.; Department of Medical Oncology (Key Laboratory of Cancer Prevention and Intervention, China National Ministry of Education), the Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang 310009, China.; Zhejiang Provincial Clinical Research Center for CANCER, Hangzhou, Zhejiang 310009, China.; Cancer Center of Zhejiang University, Hangzhou, Zhejiang 310009, China.; Department of Medical Oncology (Key Laboratory of Cancer Prevention and Intervention, China National Ministry of Education), the Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang 310009, China.; Zhejiang Provincial Clinical Research Center for CANCER, Hangzhou, Zhejiang 310009, China.; Cancer Center of Zhejiang University, Hangzhou, Zhejiang 310009, China.",True
40702728,Amlodipine as an Immunomodulatory Agent in Cancer Therapy: Enhancing Dendritic Cell Activation in Combination with Tumor-associated Antigen.,Molecular therapy : the journal of the American Society of Gene Therapy,2025,Zhixuan Wang; Xinxuan Huang; Lifan Duan; Shujie Tian; Chenxi Shi; Yongbin Mou; Heng Dong; Yu Gao; Lixing Weng,"State Key Laboratory of Organic Electronics and Information Displays & Jiangsu Key Laboratory for Biosensors, Institute of Advanced Materials (IAM), Nanjing University of Posts and Telecommunications, Nanjing 210023, China.; State Key Laboratory of Organic Electronics and Information Displays & Jiangsu Key Laboratory for Biosensors, Institute of Advanced Materials (IAM), Nanjing University of Posts and Telecommunications, Nanjing 210023, China.; State Key Laboratory of Organic Electronics and Information Displays & Jiangsu Key Laboratory for Biosensors, Institute of Advanced Materials (IAM), Nanjing University of Posts and Telecommunications, Nanjing 210023, China.; State Key Laboratory of Organic Electronics and Information Displays & Jiangsu Key Laboratory for Biosensors, Institute of Advanced Materials (IAM), Nanjing University of Posts and Telecommunications, Nanjing 210023, China.; State Key Laboratory of Organic Electronics and Information Displays & Jiangsu Key Laboratory for Biosensors, Institute of Advanced Materials (IAM), Nanjing University of Posts and Telecommunications, Nanjing 210023, China.; Nanjing Stomatological Hospital, Affiliated Hospital of Medical School, Nanjing University, Nanjing 210008, China.; Nanjing Stomatological Hospital, Affiliated Hospital of Medical School, Nanjing University, Nanjing 210008, China. Electronic address: dongheng90@smail.nju.edu.cn.; State Key Laboratory of Organic Electronics and Information Displays & Jiangsu Key Laboratory for Biosensors, Institute of Advanced Materials (IAM), Nanjing University of Posts and Telecommunications, Nanjing 210023, China. Electronic address: iamygao@njupt.edu.cn.; State Key Laboratory of Organic Electronics and Information Displays & Jiangsu Key Laboratory for Biosensors, Institute of Advanced Materials (IAM), Nanjing University of Posts and Telecommunications, Nanjing 210023, China. Electronic address: lxweng@njupt.edu.cn.",False
40702719,Gelatin Methacryloyl Xerogel Puncture Implants Loaded with Cu0.5Mn2.5O4 Nanoparticles Synergizes Cuproptosis and STING Activation for Enhanced Breast Cancer Immunotherapy.,ACS nano,2025,Yechun Jiang; Weinan Zhang; Litao Liu; Yayun Wu; Weiqi Li; Jun Liang; Hui Shen; Shu Fang; Xianyu Huang; Zhaoyou Chu; Lingling Xu; Haisheng Qian,"School of Pharmaceutical Sciences, Anhui Medical University, Hefei 230022, P. R. China.; School of Biomedical Engineering, Anhui Provincial Institute of Translational Medicine, Anhui Medical University, Hefei 230032, P. R. China.; School of Biomedical Engineering, Anhui Provincial Institute of Translational Medicine, Anhui Medical University, Hefei 230032, P. R. China.; Department of Critical Care Medicine, The First Affiliated Hospital of Anhui Medical University, Hefei 230032, P. R. China.; School of Biomedical Engineering, Anhui Provincial Institute of Translational Medicine, Anhui Medical University, Hefei 230032, P. R. China.; School of Biomedical Engineering, Anhui Provincial Institute of Translational Medicine, Anhui Medical University, Hefei 230032, P. R. China.; School of Biomedical Engineering, Anhui Provincial Institute of Translational Medicine, Anhui Medical University, Hefei 230032, P. R. China.; School of Biomedical Engineering, Anhui Provincial Institute of Translational Medicine, Anhui Medical University, Hefei 230032, P. R. China.; School of Biomedical Engineering, Anhui Provincial Institute of Translational Medicine, Anhui Medical University, Hefei 230032, P. R. China.; Department of Critical Care Medicine, The First Affiliated Hospital of Anhui Medical University, Hefei 230032, P. R. China.; School of Biomedical Engineering, Anhui Provincial Institute of Translational Medicine, Anhui Medical University, Hefei 230032, P. R. China.; School of Biomedical Engineering, Anhui Provincial Institute of Translational Medicine, Anhui Medical University, Hefei 230032, P. R. China.; Anhui Engineering Research Center for Medical Micro-Nano Devices, Anhui Medical University, Hefei 230011, P. R. China.",False
40702362,Author Correction: IL-17A-secreting γδ T cells promote resistance to CDK4/CDK6 inhibitors in HR+HER2- breast cancer via CX3CR1+ macrophages.,Nature cancer,2025,Giulia Petroni; Claudia Galassi; Kenneth H Gouin; Hsiang-Han Chen; Aitziber Buqué; Norma Bloy; Takahiro Yamazaki; Ai Sato; Manuel Beltrán-Visiedo; Ginevra Campia; Carlos Jiménez-Cortegana; Aagam Shah; Alexander Kirchmair; Chiara Massa; Claudia Wickenhauser; Carlos Eduardo de Andrea; Belén Navarro-Rubio; Irantzu Serrano-Mendioroz; Esther Navarro Manzano; Alexandra M Satty; Brady Rippon; Francesca Finotello; Zlatko Trajanoski; Xi Kathy Zhou; Joseph M Scandura; Elena García-Martínez; Francisco Ayala de la Peña; María Esperanza Rodríguez-Ruiz; Barbara Seliger; Víctor Sánchez-Margalet; Luis de la Cruz-Merino; Reva K Basho; Stephen L Shiao; Heather L McArthur; Silvia C Formenti; Simon R V Knott; Lorenzo Galluzzi,"Department of Radiation Oncology, Weill Cornell Medical College, New York, NY, USA.; Department of Experimental and Clinical Medicine, University of Florence, Florence, Italy.; Department of Radiation Oncology, Weill Cornell Medical College, New York, NY, USA.; Department of Biomedical Sciences, Cedars-Sinai Medical Center, Los Angeles, CA, USA.; Department of Biomedical Sciences, Cedars-Sinai Medical Center, Los Angeles, CA, USA.; Department of Computer Science and Information Engineering, National Taiwan Normal University, Taipei, Taiwan.; Department of Radiation Oncology, Weill Cornell Medical College, New York, NY, USA.; Department of Radiation Oncology, Weill Cornell Medical College, New York, NY, USA.; Department of Radiation Oncology, Weill Cornell Medical College, New York, NY, USA.; Department of Radiation Oncology, Weill Cornell Medical College, New York, NY, USA.; Department of Radiation Oncology, Weill Cornell Medical College, New York, NY, USA.; Department of Radiation Oncology, Weill Cornell Medical College, New York, NY, USA.; Department of Radiation Oncology, Weill Cornell Medical College, New York, NY, USA.; Department of Medical Biochemistry, Molecular Biology and Immunology, Faculty of Medicine, Universidad de Sevilla, Sevilla, Spain.; Department of Biomedical Sciences, Cedars-Sinai Medical Center, Los Angeles, CA, USA.; Biocenter, Institute of Bioinformatics, Medical University of Innsbruck, Innsbruck, Austria.; Institute of Medical Immunology, Martin Luther University Halle-Wittenberg, Halle, Germany.; Institute of Pathology, University Hospital Halle, Halle, Germany.; Department of Anatomy, Physiology and Pathology, Clínica Universidad de Navarra, Pamplona, Spain.; Department of Radiation Oncology, Clínica Universidad de Navarra, Pamplona, Spain.; Department of Immunology and Immunotherapy, Clínica Universidad de Navarra, Pamplona, Spain.; Centro Regional de Hemodonación, Murcia, Spain.; Instituto Murciano de Investigación Biosanitaria (IMIB-Arrixaca), Murcia, Spain.; Department of Medicine, Weill Cornell Medicine, New York, NY, USA.; Department of Population Health Sciences, Weill Cornell Medicine, New York, NY, USA.; Biocenter, Institute of Bioinformatics, Medical University of Innsbruck, Innsbruck, Austria.; Department of Molecular Biology, University of Innsbruck, Innsbruck, Austria.; Digital Science Center (DiSC), University of Innsbruck, Innsbruck, Austria.; Biocenter, Institute of Bioinformatics, Medical University of Innsbruck, Innsbruck, Austria.; Department of Population Health Sciences, Weill Cornell Medicine, New York, NY, USA.; Department of Medicine, Weill Cornell Medicine, New York, NY, USA.; Instituto Murciano de Investigación Biosanitaria (IMIB-Arrixaca), Murcia, Spain.; Department of Hematology and Medical Oncology, Hospital Universitario Morales Meseguer, Murcia, Spain.; Universidad Católica San Antonio de Murcia, Guadalupe, Spain.; Instituto Murciano de Investigación Biosanitaria (IMIB-Arrixaca), Murcia, Spain.; Department of Hematology and Medical Oncology, Hospital Universitario Morales Meseguer, Murcia, Spain.; Universidad de Murcia, Murcia, Spain.; Department of Radiation Oncology, Clínica Universidad de Navarra, Pamplona, Spain.; Department of Immunology and Immunotherapy, Clínica Universidad de Navarra, Pamplona, Spain.; Institute of Medical Immunology, Martin Luther University Halle-Wittenberg, Halle, Germany.; Fraunhofer Institute for Cell Therapy and Immunology, Leipzig, Germany.; Institute for Translational Immunology, Brandenburg Medical School Theodor Fontane, Brandenburg an der Havel, Germany.; Department of Medical Biochemistry, Molecular Biology and Immunology, Faculty of Medicine, Universidad de Sevilla, Sevilla, Spain.; Instituto de Biomedicina de Sevilla, IBiS/Hospital Universitario Virgen Macarena/CSIC/Universidad de Sevilla, Department of Clinical Oncology, Hospital Universitario de la Virgen Macarena, Sevilla, Spain.; Department of Medical Biochemistry, Molecular Biology and Immunology, Faculty of Medicine, Universidad de Sevilla, Sevilla, Spain.; Department of Clinical Oncology, Hospital Universitario de la Virgen Macarena, Sevilla, Spain.; Ellison Institute of Technology, Los Angeles, CA, USA.; Department of Biomedical Sciences, Cedars-Sinai Medical Center, Los Angeles, CA, USA.; Department of Radiology, Cedars-Sinai Medical Center, Los Angeles, CA, USA.; Internal Medicine, UT Southwestern Medical Center, Dallas, TX, USA.; Department of Radiation Oncology, Weill Cornell Medical College, New York, NY, USA. deadoc80@gmail.com.; Department of Medicine, Weill Cornell Medicine, New York, NY, USA. deadoc80@gmail.com.; Sandra and Edward Meyer Cancer Center, New York, NY, USA. deadoc80@gmail.com.; Department of Biomedical Sciences, Cedars-Sinai Medical Center, Los Angeles, CA, USA. formenti@med.cornell.edu.; Department of Radiation Oncology, Weill Cornell Medical College, New York, NY, USA. simon.knott@cshs.org.; Sandra and Edward Meyer Cancer Center, New York, NY, USA. simon.knott@cshs.org.; Caryl and Israel Englander Institute for Precision Medicine, New York, NY, USA. simon.knott@cshs.org.; Cancer Signaling and Microenvironment Program, Fox Chase Cancer Center, Philadelphia, PA, USA. simon.knott@cshs.org.",False
40700964,Selenium exposure on breast cancer risk and progression: Comprehensive analysis identifies MSRB1 as a novel therapeutic target.,Ecotoxicology and environmental safety,2025,Jingsong Cheng; Diyuan Zhang; Ningxi Wang; Ziheng Zheng; Cong Zhang; Nanting Chen; Yuanyuan Wan; Xue Chen; Qingyao Yin; Xinyi Zhu; Yu Zhao; Liming Yi; Na Sun,"Department of Breast and Thyroid Surgery, Southwest Hospital, Army Medical University, Chongqing 400038, China; Department of Medical Oncology, Sun Yat-sen University Cancer Center, Guangzhou 510275, China; The Second Clinical College, Chongqing Medical University, Chongqing 400016, China.; Department of Breast and Thyroid Surgery, Southwest Hospital, Army Medical University, Chongqing 400038, China; Key Laboratory of Chongqing Health Commission for Minimally Invasive and Precise Diagnosis and Treatment of Breast Cancer, Chongqing 400016, China.; College of Basic Medicine, Chongqing Medical University, Chongqing 400016, China.; The Second Clinical College, Chongqing Medical University, Chongqing 400016, China.; Department of Breast and Thyroid Surgery, Southwest Hospital, Army Medical University, Chongqing 400038, China; Key Laboratory of Chongqing Health Commission for Minimally Invasive and Precise Diagnosis and Treatment of Breast Cancer, Chongqing 400016, China.; The Second Clinical College, Chongqing Medical University, Chongqing 400016, China.; College of Basic Medicine, Chongqing Medical University, Chongqing 400016, China.; The Second Clinical College, Chongqing Medical University, Chongqing 400016, China.; The Second Clinical College, Chongqing Medical University, Chongqing 400016, China.; The Second Clinical College, Chongqing Medical University, Chongqing 400016, China.; Medical Laboratory, Shidong Hospital Affiliated to University of Shanghai for Science and Technology, Shanghai 200438, China. Electronic address: a765767910@163.com.; Department of Human Anatomy, Hunan University of Medicine, Huaihua 418000, China. Electronic address: limingyi@hnmu.edu.cn.; Department of Breast and Thyroid Surgery, Southwest Hospital, Army Medical University, Chongqing 400038, China; Key Laboratory of Chongqing Health Commission for Minimally Invasive and Precise Diagnosis and Treatment of Breast Cancer, Chongqing 400016, China. Electronic address: nasunbio@tmmu.edu.cn.",False
40699477,RNF213 governs divergent tumor-immune dynamics across human cancers: a prognostic biomarker for immunotherapy stratification.,Discover oncology,2025,Jinpeng Wen; Zhekuan Lv; Mojiao Lu; Chuanming Zheng; Changtian Yin,"Otolaryngology & Head and Neck Center, Cancer Center, Department of Head and Neck Surgery, Zhejiang Provincial People's Hospital (Affiliated People's Hospital), Hangzhou Medical College, Hangzhou, 310014, Zhejiang, China.; Breast and Thyroid Surgery Department, The Affiliated Dongguan Songshan Lake Central Hospital, Guangdong Medical University, Dongguan, 523326, Guangdong, China.; Otolaryngology & Head and Neck Center, Cancer Center, Department of Head and Neck Surgery, Zhejiang Provincial People's Hospital (Affiliated People's Hospital), Hangzhou Medical College, Hangzhou, 310014, Zhejiang, China.; Postgraduate training base Alliance of Wenzhou Medical University (Zhejiang Provincial People's Hospital), Wenzhou, 325000, Zhejiang, China.; Otolaryngology & Head and Neck Center, Cancer Center, Department of Head and Neck Surgery, Zhejiang Provincial People's Hospital (Affiliated People's Hospital), Hangzhou Medical College, Hangzhou, 310014, Zhejiang, China.; Postgraduate training base Alliance of Wenzhou Medical University (Zhejiang Provincial People's Hospital), Wenzhou, 325000, Zhejiang, China.; Otolaryngology & Head and Neck Center, Cancer Center, Department of Head and Neck Surgery, Zhejiang Provincial People's Hospital (Affiliated People's Hospital), Hangzhou Medical College, Hangzhou, 310014, Zhejiang, China. mingdoc@163.com.; Zhejiang Provincial Clinical Research Center for Head & Neck Cancer, Hangzhou, 310014, China. mingdoc@163.com.; Zhejiang Key Laboratory of Precision Medicine Research on Head & Neck Cancer, Hangzhou, 310014, China. mingdoc@163.com.; Otolaryngology & Head and Neck Center, Cancer Center, Department of Head and Neck Surgery, Zhejiang Provincial People's Hospital (Affiliated People's Hospital), Hangzhou Medical College, Hangzhou, 310014, Zhejiang, China. yin454593539@163.com.; Zhejiang Provincial Clinical Research Center for Head & Neck Cancer, Hangzhou, 310014, China. yin454593539@163.com.; Zhejiang Key Laboratory of Precision Medicine Research on Head & Neck Cancer, Hangzhou, 310014, China. yin454593539@163.com.",True
40698682,LINC-PINT: A Distinctive Long Non-Coding RNA Functioning as a Potential Suppressor in Tumorigenesis.,Current topics in medicinal chemistry,2025,Jiayi Li; Yining Pan; Songqiang Li; Cheng Chen; Chengfu Yuan,"Hubei Key Laboratory of Tumor Microenvironment and Immunotherapy, China Three Gorges University, China.; College of Basic Medical Science, China Three Gorges University, Yichang 443002, China.; Third-grade Pharmacological Laboratory on Traditional Chinese Medicine State Administration of Traditional Chinese Medicine, China Three Gorges University, China.; Hubei Key Laboratory of Tumor Microenvironment and Immunotherapy, China Three Gorges University, China.; College of Basic Medical Science, China Three Gorges University, Yichang 443002, China.; Third-grade Pharmacological Laboratory on Traditional Chinese Medicine State Administration of Traditional Chinese Medicine, China Three Gorges University, China.; Hubei Key Laboratory of Tumor Microenvironment and Immunotherapy, China Three Gorges University, China.; College of Basic Medical Science, China Three Gorges University, Yichang 443002, China.; Third-grade Pharmacological Laboratory on Traditional Chinese Medicine State Administration of Traditional Chinese Medicine, China Three Gorges University, China.; Hubei Key Laboratory of Tumor Microenvironment and Immunotherapy, China Three Gorges University, China.; College of Basic Medical Science, China Three Gorges University, Yichang 443002, China.; Third-grade Pharmacological Laboratory on Traditional Chinese Medicine State Administration of Traditional Chinese Medicine, China Three Gorges University, China.; Hubei Key Laboratory of Tumor Microenvironment and Immunotherapy, China Three Gorges University, China.; College of Basic Medical Science, China Three Gorges University, Yichang 443002, China.; Third-grade Pharmacological Laboratory on Traditional Chinese Medicine State Administration of Traditional Chinese Medicine, China Three Gorges University, China.",False
40698150,High intensity forced ultrasound-driven ferroptosis as a strategy for anti-tumor immune priming.,Acta pharmaceutica Sinica. B,2025,Xuejing Li; Jiayi Wu; Ruizhe Xu; Xifeng Qin; Siyu Wang; Wuli Yang; Zhiqing Pang,"Key Laboratory of Smart Drug Delivery, School of Pharmacy, Fudan University, Shanghai 201203, China.; Key Laboratory of Smart Drug Delivery, School of Pharmacy, Fudan University, Shanghai 201203, China.; Key Laboratory of Smart Drug Delivery, School of Pharmacy, Fudan University, Shanghai 201203, China.; Key Laboratory of Smart Drug Delivery, School of Pharmacy, Fudan University, Shanghai 201203, China.; Key Laboratory of Smart Drug Delivery, School of Pharmacy, Fudan University, Shanghai 201203, China.; State Key Laboratory of Molecular Engineering of Polymers & Department of Macromolecular Science, Fudan University, Shanghai 200433, China.; Key Laboratory of Smart Drug Delivery, School of Pharmacy, Fudan University, Shanghai 201203, China.",False
40697533,Pembrolizumab monotherapy for previously treated metastatic HER2-negative breast cancer with germline APOBEC3B deletion: results of the phase II AUROR study.,The Lancet regional health. Western Pacific,2025,Gwo Fuang Ho; Soo Chin Lee; Anita Zarina Bustam; Adlinda Alip; Nur Fadhlina Abdul Satar; Marniza Saad; Rozita Abdul Malik; Siew Eng Lim; Samuel G W Ow; Andrea Wong; Wan-Qin Chong; Yvonne L E Ang; Audrey Weng Yan Lee; Siti Norhidayu Hasan; Nabilah Tuan Zaid; Kian Boon Law; Yok Yong Toh; Hooi Chiao Tan; Bawani Selvam; Joanna Lim; Jia-Wern Pan; Soo Hwang Teo,"Clinical Oncology Department, Faculty of Medicine, University of Malaya, Kuala Lumpur, Malaysia.; Department of Haematology-Oncology, National University Cancer Institute, Singapore.; Clinical Oncology Department, Faculty of Medicine, University of Malaya, Kuala Lumpur, Malaysia.; Clinical Oncology Department, Faculty of Medicine, University of Malaya, Kuala Lumpur, Malaysia.; Clinical Oncology Department, Faculty of Medicine, University of Malaya, Kuala Lumpur, Malaysia.; Clinical Oncology Department, Faculty of Medicine, University of Malaya, Kuala Lumpur, Malaysia.; Clinical Oncology Department, Faculty of Medicine, University of Malaya, Kuala Lumpur, Malaysia.; Department of Haematology-Oncology, National University Cancer Institute, Singapore.; Department of Haematology-Oncology, National University Cancer Institute, Singapore.; Department of Haematology-Oncology, National University Cancer Institute, Singapore.; Department of Haematology-Oncology, National University Cancer Institute, Singapore.; Department of Haematology-Oncology, National University Cancer Institute, Singapore.; Cancer Research Malaysia, Subang Jaya, Malaysia.; Cancer Research Malaysia, Subang Jaya, Malaysia.; Cancer Research Malaysia, Subang Jaya, Malaysia.; Institute for Clinical Research, Ministry of Health Malaysia, Setia Alam, Malaysia.; Universiti Malaya Medical Centre, Kuala Lumpur, Malaysia.; Universiti Malaya Medical Centre, Kuala Lumpur, Malaysia.; Cancer Research Malaysia, Subang Jaya, Malaysia.; Cancer Research Malaysia, Subang Jaya, Malaysia.; Cancer Research Malaysia, Subang Jaya, Malaysia.; Cancer Research Malaysia, Subang Jaya, Malaysia.",False
40697524,p62/SQSTM1 impairs immunotherapy in lung adenocarcinoma by suppressing immune infiltration and peripheral immune response.,Biochemistry and biophysics reports,2025,Haoran Li; Huamin Qin; Qinghan Xin; Jizhuo Gao; Shen Li; Aline M Thomas; Ning Li; Lingzhi Xu; Man Li,"Department of Breast Oncology, The Second Affiliated Hospital of Dalian Medical University, Dalian, China.; Department of Pathology, Beijing Shijitan Hospital, Capital Medical University, Beijing, China.; Department of Breast Surgery, Dalian Municipal Central Hospital, Dalian, China.; Department of Breast Oncology, The Second Affiliated Hospital of Dalian Medical University, Dalian, China.; Department of Neurology and Psychiatry, Beijing Shijitan Hospital, Capital Medical University, Beijing, China.; The Russell H. Morgan Department of Radiology and Radiological Sciences, The Johns Hopkins University School of Medicine, Baltimore, MD, USA.; Department of Foreign Language, Dalian Medical University, Dalian, China.; Department of Breast Oncology, The Second Affiliated Hospital of Dalian Medical University, Dalian, China.; Department of Breast Oncology, The Second Affiliated Hospital of Dalian Medical University, Dalian, China.",False
40697412,Safety and toxicity risks of radiotherapy combined with PD-1/PD-L1 inhibitors: A comprehensive review.,iScience,2025,Lijing Zeng; Jing Yang; Huang Xia; Zeyuan Li; Yu Lin; Qiwei Yao; Rong Zheng,"Department of Radiation Oncology, Fujian Medical University Union Hospital, Fuzhou, Fujian Province, P.R. China.; Department of Radiation Oncology, Fujian Medical University Union Hospital, Fuzhou, Fujian Province, P.R. China.; Department of Radiation Oncology, Fujian Medical University Union Hospital, Fuzhou, Fujian Province, P.R. China.; Department of Radiation Oncology, Fujian Medical University Union Hospital, Fuzhou, Fujian Province, P.R. China.; Department of Radiation Oncology, Fujian Medical University Union Hospital, Fuzhou, Fujian Province, P.R. China.; Department of Radiation Oncology, Fujian Cancer Hospital & Fujian Medical University Cancer Hospital, Fuzhou, Fujian 350014, P.R. China.; Department of Radiation Oncology, Fujian Medical University Union Hospital, Fuzhou, Fujian Province, P.R. China.; Fujian Key Laboratory of Intelligent Imaging and Precision Radiotherapy for Tumors (Fujian Medical University), Fuzhou, Fujian Province, P.R. China.; Clinical Research Center for Radiology and Radiotherapy of Fujian Province (Digestive, Hematological and Breast Malignancies), Fuzhou, Fujian Province, P.R. China.",True
40697319,Transformable self-assembling peptide nanoplatforms with tumor microenvironment responsiveness for tumor stem cell suppression and immunomodulation.,Materials today. Bio,2025,Chen Wei; Xinyu Sun; Lijuan Gao; Yue Wang; Fantao Lin; Yao Du; Xiaoyu Zhao; Wei Gao; Jingkun Bai,"Affiliated Hospital of Shandong Second Medical University, School of Medical Sciences, Shandong Second Medical University, Weifang, 261053, China.; Affiliated Hospital of Shandong Second Medical University, School of Medical Sciences, Shandong Second Medical University, Weifang, 261053, China.; Affiliated Hospital of Shandong Second Medical University, School of Bioscience and Technology, Shandong Second Medical University, Weifang, 261053, China.; Affiliated Hospital of Shandong Second Medical University, School of Medical Sciences, Shandong Second Medical University, Weifang, 261053, China.; Affiliated Hospital of Shandong Second Medical University, School of Medical Sciences, Shandong Second Medical University, Weifang, 261053, China.; Affiliated Hospital of Shandong Second Medical University, School of Bioscience and Technology, Shandong Second Medical University, Weifang, 261053, China.; Affiliated Hospital of Shandong Second Medical University, School of Medical Sciences, Shandong Second Medical University, Weifang, 261053, China.; Affiliated Hospital of Shandong Second Medical University, School of Medical Sciences, Shandong Second Medical University, Weifang, 261053, China.; Affiliated Hospital of Shandong Second Medical University, School of Bioscience and Technology, Shandong Second Medical University, Weifang, 261053, China.",False
40697217,Advances and challenges in drug repurposing in precision therapeutics of colorectal cancer.,World journal of gastrointestinal oncology,2025,Xin-Ning Yu; Hua-Tao Wu; Bing-Xuan Wu; Shu-Feng Zhi; Yang-Zheng Lan; Wen-Jia Chen; Jing Liu,"The Breast Center, Cancer Hospital of Shantou University Medical College, Shantou 515041, Guangdong Province, China.; Department of General Surgery, First Affiliated Hospital of Shantou University Medical College, Shantou 515041, Guangdong Province, China.; Department of General Surgery, First Affiliated Hospital of Shantou University Medical College, Shantou 515041, Guangdong Province, China.; Department of General Surgery, First Affiliated Hospital of Shantou University Medical College, Shantou 515041, Guangdong Province, China.; The Breast Center, Cancer Hospital of Shantou University Medical College, Shantou 515041, Guangdong Province, China.; The Breast Center, Cancer Hospital of Shantou University Medical College, Shantou 515041, Guangdong Province, China.; The Breast Center, Cancer Hospital of Shantou University Medical College, Shantou 515041, Guangdong Province, China. jliu12@stu.edu.cn.",False
40696947,Comprehensive analysis of an ATF/CREB family-based signature with regard to prognosis and immune feature in adrenocortical carcinoma: a cohort study.,"International journal of surgery (London, England)",2025,Kan Wu; Yige Jia; Yanxin Li; Jiayu Liang; Shengzhuo Liu; Yuchun Zhu; Xu Liu; Xiang Li; Zhihong Liu,"Department of Urology, Institute of Urology, West China Hospital, Sichuan University, chengdu, China.; Department of Urology, Institute of Urology, West China Hospital, Sichuan University, chengdu, China.; Department of Urology, Institute of Urology, State Key Laboratory of Biotherapy and Cancer Center, West China Hospital, Sichuan University, chengdu, China.; Department of Urology, Institute of Urology, West China Hospital, Sichuan University, chengdu, China.; Department of Urology, Institute of Urology, West China Hospital, Sichuan University, chengdu, China.; Department of Urology, Institute of Urology, West China Hospital, Sichuan University, chengdu, China.; Breast Center, West China Hospital, Sichuan University, China.; Department of Urology, Institute of Urology, West China Hospital, Sichuan University, chengdu, China.; Department of Urology, Institute of Urology, West China Hospital, Sichuan University, chengdu, China.",False
